% Index
1                         2                        3                        4                        5                        6                        7                        8                        9                        10                       11                       12                       13                       14                       15                       16                       17                       18                       19                       20                       21                       22                       23                       24                       25                       26                       27                       28                       29                       30                       31                       32                       33                       34                       35                       36                       37                       38                       39                       40                       41                       42                       43                       44                       45                       46                       47                       48                       49                       50
4.201634726553235E-6      8.936772875336974E-6     9.690347083971825E-6     1.2302916391004002E-5    1.5787395972399004E-5    1.9317949456072603E-5    2.2879418880886925E-5    2.7178226068216972E-5    3.116089616547597E-5     3.3834425605556435E-5    3.7992078713903774E-5    4.1469248896556196E-5    4.5147977084403586E-5    4.9161432961844036E-5    5.2448617509712496E-5    5.5983436510496954E-5    5.955987172585396E-5     6.347843732456066E-5     6.723279339831133E-5     7.04894362398642E-5      7.388021519756524E-5     7.771809932298597E-5     8.141743580335232E-5     8.45496633859447E-5      8.811345288874367E-5     9.189583687858272E-5     9.545878152936617E-5     9.858233262689689E-5     1.0229335761035778E-4    1.0612740748831174E-4    1.0950523777279707E-4    1.1277080205221698E-4    1.1652661703288254E-4    1.2044679563945278E-4    1.2401400032906087E-4    1.2755469796582892E-4    1.3084364527116312E-4    1.3485430407897503E-4    1.3852927123268036E-4    1.4201051350844215E-4    1.461691673567714E-4     1.4883668140399278E-4    1.528197148168976E-4     1.571207049755071E-4     1.6067113815242977E-4    1.6421301378709472E-4    1.6771873021403236E-4    1.7034502766269407E-4    1.710462599457939E-4     1.7599130162847671E-4
% qy (m) @ t=0.3
1.6762355610092466E-5     -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999996E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -1.0E-4                  -1.0E-4                  -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    1.5820586543120037E-5
% qx (m) @ t=0.4
8.808763808741622E-6      8.936772875336974E-6     9.690347083971825E-6     1.2302916391004002E-5    1.5787395972399004E-5    1.9317949456072603E-5    2.2879418880886925E-5    2.7178226068216972E-5    3.116089616547597E-5     3.3834425605556435E-5    3.7992078713903774E-5    4.1469248896556196E-5    4.5147977084403586E-5    4.9161432961844036E-5    5.2448617509712496E-5    5.5983436510496954E-5    5.955987172585396E-5     6.347843732456066E-5     6.723279339831133E-5     7.04894362398642E-5      7.388021519756524E-5     7.771809932298597E-5     8.141743580335232E-5     8.45496633859447E-5      8.811345288874367E-5     9.189583687858272E-5     9.545878152936617E-5     9.858233262689689E-5     1.0229335761035778E-4    1.0612740748831174E-4    1.0950523777279707E-4    1.1277080205221698E-4    1.1652661703288254E-4    1.2044679563945278E-4    1.2401400032906087E-4    1.2755469796582892E-4    1.3084364527116312E-4    1.3485430407897503E-4    1.3852927123268036E-4    1.4201051350844215E-4    1.461691673567714E-4     1.4883668140399278E-4    1.528197148168976E-4     1.571207049755071E-4     1.6067113815242977E-4    1.6421301378709472E-4    1.6771873021403236E-4    1.7034502766269407E-4    1.710462599457939E-4     1.7116920611305448E-4
% qy (m) @ t=0.4
-9.999999999999999E-5     -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999996E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -1.0E-4                  -1.0E-4                  -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5
% qx (m) @ t=0.5
8.808763808741622E-6      8.936772875336974E-6     9.690347083971825E-6     1.2302916391004002E-5    1.5787395972399004E-5    1.9317949456072603E-5    2.2879418880886925E-5    2.7178226068216972E-5    3.116089616547597E-5     3.3834425605556435E-5    3.7992078713903774E-5    4.1469248896556196E-5    4.5147977084403586E-5    4.9161432961844036E-5    5.2448617509712496E-5    5.5983436510496954E-5    5.955987172585396E-5     6.347843732456066E-5     6.723279339831133E-5     7.04894362398642E-5      7.388021519756524E-5     7.771809932298597E-5     8.141743580335232E-5     8.45496633859447E-5      8.811345288874367E-5     9.189583687858272E-5     9.545878152936617E-5     9.858233262689689E-5     1.0229335761035778E-4    1.0612740748831174E-4    1.0950523777279707E-4    1.1277080205221698E-4    1.1652661703288254E-4    1.2044679563945278E-4    1.2401400032906087E-4    1.2755469796582892E-4    1.3084364527116312E-4    1.3485430407897503E-4    1.3852927123268036E-4    1.4201051350844215E-4    1.461691673567714E-4     1.4883668140399278E-4    1.528197148168976E-4     1.571207049755071E-4     1.6067113815242977E-4    1.6421301378709472E-4    1.6771873021403236E-4    1.7034502766269407E-4    1.710462599457939E-4     1.7116920611305448E-4
% qy (m) @ t=0.5
-9.999999999999999E-5     -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999996E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -1.0E-4                  -1.0E-4                  -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5
% qx (m) @ t=0.6
8.808763808741622E-6      8.936772875336974E-6     9.690347083971825E-6     1.2302916391004002E-5    1.5787395972399004E-5    1.9317949456072603E-5    2.2879418880886925E-5    2.7178226068216972E-5    3.116089616547597E-5     3.3834425605556435E-5    3.7992078713903774E-5    4.1469248896556196E-5    4.5147977084403586E-5    4.9161432961844036E-5    5.2448617509712496E-5    5.5983436510496954E-5    5.955987172585396E-5     6.347843732456066E-5     6.723279339831133E-5     7.04894362398642E-5      7.388021519756524E-5     7.771809932298597E-5     8.141743580335232E-5     8.45496633859447E-5      8.811345288874367E-5     9.189583687858272E-5     9.545878152936617E-5     9.858233262689689E-5     1.0229335761035778E-4    1.0612740748831174E-4    1.0950523777279707E-4    1.1277080205221698E-4    1.1652661703288254E-4    1.2044679563945278E-4    1.2401400032906087E-4    1.2755469796582892E-4    1.3084364527116312E-4    1.3485430407897503E-4    1.3852927123268036E-4    1.4201051350844215E-4    1.461691673567714E-4     1.4883668140399278E-4    1.528197148168976E-4     1.571207049755071E-4     1.6067113815242977E-4    1.6421301378709472E-4    1.6771873021403236E-4    1.7034502766269407E-4    1.710462599457939E-4     1.7116920611305448E-4
% qy (m) @ t=0.6
-9.999999999999999E-5     -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999996E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -1.0E-4                  -1.0E-4                  -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5
% qx (m) @ t=0.7
8.808763808741622E-6      8.936772875336974E-6     9.690347083971825E-6     1.2302916391004002E-5    1.5787395972399004E-5    1.9317949456072603E-5    2.2879418880886925E-5    2.7178226068216972E-5    3.116089616547597E-5     3.3834425605556435E-5    3.7992078713903774E-5    4.1469248896556196E-5    4.5147977084403586E-5    4.9161432961844036E-5    5.2448617509712496E-5    5.5983436510496954E-5    5.955987172585396E-5     6.347843732456066E-5     6.723279339831133E-5     7.04894362398642E-5      7.388021519756524E-5     7.771809932298597E-5     8.141743580335232E-5     8.45496633859447E-5      8.811345288874367E-5     9.189583687858272E-5     9.545878152936617E-5     9.858233262689689E-5     1.0229335761035778E-4    1.0612740748831174E-4    1.0950523777279707E-4    1.1277080205221698E-4    1.1652661703288254E-4    1.2044679563945278E-4    1.2401400032906087E-4    1.2755469796582892E-4    1.3084364527116312E-4    1.3485430407897503E-4    1.3852927123268036E-4    1.4201051350844215E-4    1.461691673567714E-4     1.4883668140399278E-4    1.528197148168976E-4     1.571207049755071E-4     1.6067113815242977E-4    1.6421301378709472E-4    1.6771873021403236E-4    1.7034502766269407E-4    1.710462599457939E-4     1.7116920611305448E-4
% qy (m) @ t=0.7
-9.999999999999999E-5     -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999996E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -1.0E-4                  -1.0E-4                  -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5
% qx (m) @ t=0.8
8.808763808741622E-6      8.936772875336974E-6     9.690347083971825E-6     1.2302916391004002E-5    1.5787395972399004E-5    1.9317949456072603E-5    2.2879418880886925E-5    2.7178226068216972E-5    3.116089616547597E-5     3.3834425605556435E-5    3.7992078713903774E-5    4.1469248896556196E-5    4.5147977084403586E-5    4.9161432961844036E-5    5.2448617509712496E-5    5.5983436510496954E-5    5.955987172585396E-5     6.347843732456066E-5     6.723279339831133E-5     7.04894362398642E-5      7.388021519756524E-5     7.771809932298597E-5     8.141743580335232E-5     8.45496633859447E-5      8.811345288874367E-5     9.189583687858272E-5     9.545878152936617E-5     9.858233262689689E-5     1.0229335761035778E-4    1.0612740748831174E-4    1.0950523777279707E-4    1.1277080205221698E-4    1.1652661703288254E-4    1.2044679563945278E-4    1.2401400032906087E-4    1.2755469796582892E-4    1.3084364527116312E-4    1.3485430407897503E-4    1.3852927123268036E-4    1.4201051350844215E-4    1.461691673567714E-4     1.4883668140399278E-4    1.528197148168976E-4     1.571207049755071E-4     1.6067113815242977E-4    1.6421301378709472E-4    1.6771873021403236E-4    1.7034502766269407E-4    1.710462599457939E-4     1.7116920611305448E-4
% qy (m) @ t=0.8
-9.999999999999999E-5     -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999996E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -1.0E-4                  -1.0E-4                  -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5
% qx (m) @ t=0.9
8.808763808741622E-6      8.936772875336974E-6     9.690347083971825E-6     1.2302916391004002E-5    1.5787395972399004E-5    1.9317949456072603E-5    2.2879418880886925E-5    2.7178226068216972E-5    3.116089616547597E-5     3.3834425605556435E-5    3.7992078713903774E-5    4.1469248896556196E-5    4.5147977084403586E-5    4.9161432961844036E-5    5.2448617509712496E-5    5.5983436510496954E-5    5.955987172585396E-5     6.347843732456066E-5     6.723279339831133E-5     7.04894362398642E-5      7.388021519756524E-5     7.771809932298597E-5     8.141743580335232E-5     8.45496633859447E-5      8.811345288874367E-5     9.189583687858272E-5     9.545878152936617E-5     9.858233262689689E-5     1.0229335761035778E-4    1.0612740748831174E-4    1.0950523777279707E-4    1.1277080205221698E-4    1.1652661703288254E-4    1.2044679563945278E-4    1.2401400032906087E-4    1.2755469796582892E-4    1.3084364527116312E-4    1.3485430407897503E-4    1.3852927123268036E-4    1.4201051350844215E-4    1.461691673567714E-4     1.4883668140399278E-4    1.528197148168976E-4     1.571207049755071E-4     1.6067113815242977E-4    1.6421301378709472E-4    1.6771873021403236E-4    1.7034502766269407E-4    1.710462599457939E-4     1.7116920611305448E-4
% qy (m) @ t=0.9
-9.999999999999999E-5     -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999996E-5    -1.0E-4                  -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999996E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999998E-5    -1.0E-4                  -1.0E-4                  -9.999999999999999E-5    -9.999999999999998E-5    -9.999999999999999E-5    -9.999999999999999E-5    -9.999999999999999E-5
